transaction_id,account_id,transaction_type,amount,currency,transaction_date,transaction_timestamp,merchant_name,merchant_category,description,balance_after,channel,status,ip_address,device_type
TXN00027219,ACC3375823,Interest,413.23,USD,2023/10/03,2023-10-03 00:00:00,,Other,Interest credit,21497.7,,Completed,,Tablet
TXN00027220,ACC7758191,Refund,157.05,GBP,2023/10/20,2023-10-20 00:00:00,,Finance,Refund,"$16,030.62",Online,failed,202.99.149.229,Desktop
TXN00027221,ACC4134166,Withdrawal,"115,46",USD,2021-07-24,2021-07-24 00:00:00,,Finance,Peer transfer,,Online,Reversed,33.111.52.31,
TXN00027222,ACC5535435,Purchase,332.55,GBP,02/17/2020,2020-02-17 00:00:00,Wells Fargo ATM,Healthcare,Interest credit,35457.86,mobile,failed,31.62.81.218,Desktop
TXN00027223,ACC2653827,ATM Withdrawal,55.83,USD,17-12-2023,2023-12-17 00:00:00,Marriott Hotels,Finance,POS transaction,USD 28528.22,Branch,Reversed,207.33.78.42,
TXN00027224,ACC6843425,Withdrawal,393.49,GBP,23-05-2020,2020-05-23 00:00:00,,RETAIL,Bill payment,16073.4,ATM,completed,68.97.14.68,mobile
TXN00027225,ACC8927452,Transfer,15480.000000000002,GBP,2024-01-05,2024-01-05 00:00:00,,Travel,Wire transfer,49300.06,Phone,Reversed,45.232.95.29,ATM
TXN00027226,ACC8124509,Refund,460.63,GBP,24-05-2020,2020-05-24 00:00:00,,Food & Beverage,Overdraft fee,45404.61,,Pending,49.37.150.55,ATM
TXN00027227,ACC9862467,Fee,45.03,USD,2021/12/22,2021-12-22 00:00:00,CVS Pharmacy,RETAIL,,40841.15,ATM,Completed,190.241.58.19,Mobile
TXN00027228,ACC8736693,Purchase,549.97,usd,2019/11/30,2019-11-30 00:00:00,Amazon,Entertainment,,9014.06,online,Reversed,45.188.111.131,mobile
TXN00027229,ACC8281852,Refund,232.87,USD,19-02-2024,2024-02-19 00:00:00,,Utilities,Subscription,9936.69,online,failed,208.193.242.195,MOBILE
TXN00027230,ACC4210681,ATM Withdrawal,192.64,USD,2022/04/16,2022-04-16 00:00:00,,Healthcare,Bill payment,8792.9,mobile,pending,69.220.94.0,MOBILE
TXN00027231,ACC7916959,Fee,10966.0,USD,2022/02/11,2022-02-11 00:00:00,Costco,Finance,Bill payment,16464.27,ATM,Pending,,
TXN00027232,ACC3620002,Fee,626.15,USD,2019/01/29,2019-01-29 00:00:00,Stripe,Retail,ATM,20711.72,Mobile,Pending,,Tablet
TXN00027233,ACC2332254,Interest,117.37,USD,2019/09/21,2019-09-21 00:00:00,CVS Pharmacy,Finance,,,N/A,Reversed,156.187.26.25,mobile
TXN00027234,ACC2009255,Withdrawal,13805.000000000002,USD,2021/02/05,2021-02-05 00:00:00,,RETAIL,Direct deposit,22374.66,Mobile,Pending,193.253.44.19,Tablet
TXN00027235,,Fee,304.19,USD,13-08-2018,2018-08-13 00:00:00,PayPal,Retail,Subscription,32188.72,N/A,NULL,144.44.247.132,Tablet
TXN00027236,ACC8448973,Deposit,67.05,USD,2023-10-14,2023-10-14 00:00:00,,Finance,,42284.31,Mobile,Failed,27.221.234.236,
TXN00027237,ACC2496839,Withdrawal,68.92,USD,2019/12/17,2019-12-17 00:00:00,Best Buy,Food & Beverage,Direct deposit,41175.86,ATM,failed,,mobile
TXN00027238,ACC8210780,Purchase,298.6,EUR,2022-09-20,2022-09-20 00:00:00,Costco,retail,Overdraft fee,29913.68,ONLINE,Completed,155.1.74.77,ATM
TXN00027239,ACC4966227,Fees,27.53,GBP,04/01/2020,,Marriott Hotels,retail,POS transaction,27214.06,,Pending,,
TXN00027240,ACC9689338,Fee,346.28,GBP,06/22/2024,2024-06-22 00:00:00,Airbnb,Entertainment,Direct deposit,"48797,43",Mobile,Failed,143.48.225.68,Mobile
TXN00027241,ACC4988627,Withdrawal,"196,26",GBP,06/06/2024,2024-06-06 00:00:00,,Entertainment,,17175.72,ATM,Failed,163.137.117.113,Mobile
TXN00027242,ACC4414318,Refund,154.91,USD,26-05-2024,2024-05-26 00:00:00,,Other,ATM,42186.53,ATM,Completed,,mobile
TXN00027243,ACC9730609,Fee,52.04,USD,2022-05-07,,Zara,,,37803.63,mobile,Reversed,21.120.116.107,Mobile
TXN00027244,ACC3301809,Purchase,308.7,USD,10/29/2022,2022-10-29 00:00:00,Dollar Tree,Healthcare,Monthly maintenance fee,4437.16,Mobile,Failed,,Mobile
TXN00027245,ACC8961393,Purchase,326.9,USD,02/10/2019,,Bank of America ATM,retail,Bill payment,,mobile,Completed,69.53.138.107,Mobile
TXN00027246,ACC3041334,ATM Withdrawal,131.92,USD,10-08-2020,2020-08-10 00:00:00,,retail,Monthly maintenance fee,"$47,708.19",Mobile,failed,207.165.21.195,Desktop
TXN00027247,ACC3150079,Interest,98.59,GBP,2024/04/09,2024-04-09 00:00:00,,Utilities,Interest credit,46599.73,Branch,COMPLETED,168.233.163.213,Desktop
TXN00027248,ACC9261926,Fee,,USD,2022/11/28,2022-11-28 00:00:00,Trader Joe's,Finance,,49214.58,Phone,failed,199.158.212.220,ATM
TXN00027249,ACC5974681,Purchase,,GBP,02/25/2022,2022-02-25 00:00:00,Nike,Finance,Overdraft fee,"$34,031.31",mobile,COMPLETED,191.192.198.188,mobile
TXN00027250,,Transfer,204.03,GBP,2021-01-16,2021-01-16 00:00:00,,Other,Overdraft fee,6923.27,Online,COMPLETED,3.182.162.18,Desktop
TXN00027251,ACC5630660,Purchase,46.29,USD,02/27/2022,2022-02-27 00:00:00,Walmart,Finance,Refund,28035.7,ONLINE,NULL,10.147.163.2,ATM
TXN00027252,ACC8718169,Withdrawal,316.43,GBP,2020-01-07,2020-01-07 00:00:00,,RETAIL,Subscription,"39514,94",,COMPLETED,124.225.187.6,Tablet
TXN00027253,ACC9745864,Withdrawal,427.76,GBP,2019/01/16,2019-01-16 00:00:00,,Food & Beverage,POS transaction,12735.02,ONLINE,Failed,82.218.219.200,Tablet
TXN00027254,ACC9282752,Withdrawal,12.21,GBP,2022/02/22,,,Food & Beverage,Overdraft fee,9051.65,mobile,Completed,188.102.41.87,
TXN00027255,ACC5520488,Withdrawal,296.05,USD,20-02-2021,2021-02-20 00:00:00,Chase ATM,Utilities,Monthly maintenance fee,8201.52,N/A,NULL,191.118.111.178,Desktop
TXN00027256,ACC9747789,Purchase,383.2,USD,2020-12-31,2020-12-31 00:00:00,Starbucks,Retail,Direct deposit,6435.31,ONLINE,failed,,MOBILE
TXN00027257,ACC5853467,Transfer,953.72,GBP,02-11-2021,,,Food & Beverage,POS transaction,34812.08,Branch,NULL,,
TXN00027258,ACC1642974,Withdrawal,54.26,USD,2020-08-07,2020-08-07 00:00:00,,Travel,Check deposit,47063.18,ATM,Failed,,Desktop
TXN00027259,ACC7468324,Purchase,92.73,GBP,2021/11/20,2021-11-20 00:00:00,Wells Fargo ATM,Healthcare,Peer transfer,24611.13,Online,Completed,94.184.26.125,Mobile
TXN00027260,ACC7018106,Withdrawal,677.41,EUR,2024-05-23,2024-05-23 00:00:00,,Finance,,35899.02,Phone,Completed,,Tablet
TXN00027261,ACC6334079,ATM Withdrawal,19.75,GBP,2024-04-17,2024-04-17 00:00:00,,Food & Beverage,Refund,21368.59,,pending,218.52.208.139,Mobile
TXN00027262,ACC6699796,Interest,148.34,EUR,04/09/2022,2022-04-09 00:00:00,,Finance,ATM,24451.89,Branch,Completed,111.51.0.59,Tablet
TXN00027263,ACC5475537,Interest,141.35,GBP,2020-09-26,2020-09-26 00:00:00,,Entertainment,ATM,10333.1,N/A,failed,214.237.87.64,mobile
TXN00027264,ACC5802096,Fee,186.56,USD,10/20/2023,2023-10-20 00:00:00,Stripe,Travel,Check deposit,33529.35,N/A,Reversed,,
TXN00027265,ACC1125529,Deposit,80.33,USD,2024-02-26,2024-02-26 00:00:00,,Finance,Monthly maintenance fee,33091.07,mobile,failed,,Mobile
TXN00027266,ACC9350010,Withdrawal,520.52,USD,2021/01/09,,Trader Joe's,,Refund,27494.82,mobile,Completed,,mobile
TXN00027267,ACC3633928,Transfer,62.96,USD,2024-05-27,2024-05-27 00:00:00,,Utilities,Peer transfer,13558.65,N/A,Reversed,,Mobile
TXN00027268,ACC4311720,Refund,209.79,EUR,20-12-2019,2019-12-20 00:00:00,,Utilities,Refund,48430.64,online,Failed,,mobile
TXN00027269,ACC2590624,ATM Withdrawal,137.01,USD,2021/12/16,2021-12-16 00:00:00,,,ATM,13927.62,Phone,failed,67.224.56.26,MOBILE
TXN00027270,ACC7416023,Deposit,"62,03",GBP,2019/03/21,2019-03-21 00:00:00,Home Depot,Retail,POS transaction,35651.81,mobile,COMPLETED,40.102.50.153,mobile
TXN00027271,ACC5180716,WithDrawal,41.86,EUR,06/07/2019,2019-06-07 00:00:00,Wells Fargo ATM,Food & Beverage,POS transaction,"28488,41",ATM,pending,53.71.122.22,ATM
TXN00027272,ACC3798105,ATM Withdrawal,627.28,EUR,01-07-2018,2018-07-01 00:00:00,Trader Joe's,Utilities,POS transaction,,online,Completed,78.149.176.18,Tablet
TXN00027273,ACC1384616,Refund,164.78,USD,28-04-2023,2023-04-28 00:00:00,,Finance,,14433.23,N/A,COMPLETED,102.85.225.43,mobile
TXN00027274,,Fee,185.36,GBP,2022-05-10,2022-05-10 00:00:00,H&M,Retail,Overdraft fee,41035.94,online,Pending,45.113.177.116,Desktop
TXN00027275,ACC9687475,Transfer,305.48,USD,22-11-2018,2018-11-22 00:00:00,,Food & Beverage,Overdraft fee,22477.52,Mobile,completed,175.208.220.113,Tablet
TXN00027276,ACC7609688,ATM Withdrawal,110096.87,USD,99/99/9999,2018-11-08 00:00:00,,Finance,POS transaction,25359.27,Branch,completed,177.209.58.210,Tablet
TXN00027277,ACC7900499,Depoist,250.19,USD,2022/08/29,2022-08-29 00:00:00,,Food & Beverage,Bill payment,32502.74,,failed,171.239.222.98,Mobile
TXN00027278,ACC3914001,Withdrawal,$36.10,USD,2018-03-31,2018-03-31 00:00:00,,Travel,,25340.46,ONLINE,Pending,106.39.157.38,Mobile
TXN00027279,ACC9350010,Refund,269.79,USD,01/29/2022,2022-01-29 00:00:00,Square,Retail,Monthly maintenance fee,36902.19,mobile,Completed,173.52.215.42,Tablet
TXN00027280,ACC4979568,ATM Withdrawal,3047.0,EUR,2020-03-11,2020-03-11 00:00:00,,Travel,Online purchase,43905.42,Branch,NULL,87.158.224.68,Tablet
TXN00027281,ACC5862646,Interest,357.35,usd,05-01-2018,2018-01-05 00:00:00,Best Buy,,Wire transfer,19884.66,,Failed,223.64.202.197,mobile
TXN00027282,ACC9806105,Transfer,228.52,USD,2024-03-15,2024-03-15 00:00:00,,Entertainment,Overdraft fee,32961.19,online,Failed,5.27.150.253,
TXN00027283,ACC6407020,ATM Withdrawal,97.52,USD,2018-05-25,2018-05-25 00:00:00,,Healthcare,,46806.73,N/A,NULL,204.7.108.42,
TXN00027284,ACC3443797,DEPOSIT,,usd,18-06-2021,2021-06-18 00:00:00,,Entertainment,POS transaction,31543.89,N/A,Failed,218.219.40.102,
TXN00027285,ACC3298838,ATM Withdrawal,32.26,USD,08/15/2019,2019-08-15 00:00:00,Home Depot,Finance,Monthly maintenance fee,39310.03,Online,Reversed,118.240.121.73,Tablet
TXN00027286,ACC2554434,Purchase,468.79,USD,02-06-2018,2018-06-02 00:00:00,Whole Foods,,Overdraft fee,48563.57,Mobile,Pending,138.152.201.94,Desktop
TXN00027287,ACC9643094,TRANSFER,25.23,EUR,2018-09-26,2018-09-26 00:00:00,,Travel,Peer transfer,24922.12,N/A,COMPLETED,83.203.221.190,ATM
TXN00027288,ACC4879778,Deposit,319315.49,usd,17-12-2003,2003-12-17 00:00:00,,Utilities,Overdraft fee,19464.36,Online,NULL,31.215.121.196,ATM
TXN00027289,ACC5438909,Withdrawal,53.97,USD,2020/12/03,2020-12-03 00:00:00,,Finance,Bill payment,14244.64,N/A,completed,,Mobile
TXN00027290,ACC6430830,Fee,1121.38,USD,2019-04-19,2019-04-19 00:00:00,Walmart,Utilities,Overdraft fee,29175.94,Phone,NULL,,ATM
TXN00027291,ACC9227883,Withdrawal,176.3,USD,02-05-2019,2019-05-02 00:00:00,,Retail,ATM,29181.85,,Completed,16.50.134.51,Mobile
TXN00027292,ACC3324464,Purchase,32.41,USD,02-01-2023,2023-01-02 00:00:00,McDonald's,Other,Wire transfer,,Branch,NULL,100.189.156.173,Desktop
TXN00027293,ACC1120260,Purchase,220.26,USD,,2024-05-08 00:00:00,Amazon,Retail,,25674.88,Online,failed,150.157.30.16,
TXN00027294,ACC3372648,Interest,956.12,USD,2023/10/13,2023-10-13 00:00:00,Dollar Tree,Retail,POS transaction,48956.88,Branch,failed,80.14.204.11,
TXN00027295,ACC6118561,Interest,185.8,usd,11/19/2018,2018-11-19 00:00:00,Delta Airlines,Healthcare,Direct deposit,38861.16,Phone,pending,64.211.102.22,mobile
TXN00027296,ACC3344425,Transfer,122.27,usd,12-04-2019,2019-04-12 00:00:00,,Finance,Refund,19195.73,Branch,pending,106.89.67.168,ATM
TXN00027297,ACC7600742,ATM Withdrawal,69.42,EUR,06/24/2021,2021-06-24 00:00:00,,Utilities,Interest credit,18191.34,,Pending,,Mobile
TXN00027298,ACC8440163,Transfer,19.33,EUR,2022/11/10,2022-11-10 00:00:00,Lyft,Retail,Monthly maintenance fee,22340.85,ATM,Pending,16.143.31.8,Desktop
TXN00027299,ACC1761232,Purchase,51.82,USD,2018-12-31,2018-12-31 00:00:00,7-Eleven,,Subscription,28563.96,,NULL,161.94.34.193,Tablet
TXN00027300,ACC5158757,ATM Withdrawal,161.32,USD,2023-08-31,2023-08-31 00:00:00,,RETAIL,Overdraft fee,26678.47,ATM,Failed,217.194.203.191,Tablet
TXN00027301,ACC9076907,Fee,280.31,USD,2019/03/09,2019-03-09 00:00:00,DoorDash,Retail,Bill payment,43913.71,ONLINE,completed,,Desktop
TXN00027302,ACC5740845,Transfer,420.63,USD,2021-11-20,2021-11-20 00:00:00,,Other,Check deposit,33741.89,ONLINE,failed,83.214.148.114,Tablet
TXN00027303,ACC1429661,Purchase,315.7,GBP,15-04-2021,2021-04-15 00:00:00,Walgreens,Retail,Bill payment,8132.68,N/A,Completed,33.85.87.163,
TXN00027304,ACC2786983,Deposit,26.81,EUR,13-02-2021,2021-02-13 00:00:00,,,Check deposit,43942.74,N/A,Failed,,Desktop
TXN00027305,ACC9962639,Purchase,296.97,USD,29-08-2019,2019-08-29 00:00:00,Bank of America ATM,,Online purchase,11592.27,Phone,Pending,,mobile
TXN00027306,ACC3113368,Deposit,174.27,usd,2022-04-30,2022-04-30 00:00:00,McDonald's,Retail,Peer transfer,15955.06,mobile,Reversed,,Desktop
TXN00027307,ACC4980135,Refund,126.64,USD,12/16/2020,2020-12-16 00:00:00,,retail,Peer transfer,47224.89,Branch,Failed,189.226.129.191,mobile
TXN00027308,ACC2597172,Interest,170.08,USD,2018/05/15,2018-05-15 00:00:00,Starbucks,Healthcare,ATM,3293.65,mobile,Reversed,102.21.244.96,mobile
TXN00027309,ACC9632610,Refund,1.62,USD,2019-02-25,2019-02-25 00:00:00,,Finance,Overdraft fee,17400.98,mobile,completed,20.242.126.205,mobile
TXN00027310,ACC9533266,ATM Withdrawal,14.03,USD,21-10-2021,2021-10-21 00:00:00,Netflix,RETAIL,Overdraft fee,48593.32,Mobile,Completed,9.26.115.212,Desktop
TXN00027311,ACC3630938,Refund,149.25,USD,2024-05-06,2024-05-06 00:00:00,Costco,Food & Beverage,Subscription,11062.4,Phone,Pending,,mobile
TXN00027312,ACC2010168,Interest,38.14,USD,05-10-2023,2023-10-05 00:00:00,IKEA,Entertainment,Overdraft fee,8019.54,ATM,pending,27.226.72.44,MOBILE
TXN00027313,ACC5155819,Refund,157.73,EUR,11/07/2021,2021-11-07 00:00:00,Netflix,Food & Beverage,,29273.41,Branch,Pending,221.82.212.207,
TXN00027314,ACC4585866,Deposit,87.46,USD,24-01-2022,2022-01-24 00:00:00,,retail,Refund,25936.93,N/A,COMPLETED,88.223.168.37,Tablet
TXN00027315,ACC9639530,Fee,475.92,USD,28-05-2000,2000-05-28 00:00:00,Dollar Tree,Healthcare,Peer transfer,38010.84,ONLINE,failed,,ATM
TXN00027316,ACC9574393,Withdrawal,597.88,USD,10-05-2021,,,Finance,Check deposit,16468.92,Mobile,COMPLETED,,Mobile
TXN00027317,ACC4939697,Transfer,USD 780.26,USD,2021-02-14,2021-02-14 00:00:00,Walgreens,RETAIL,Direct deposit,30119.84,online,Failed,50.124.198.86,Mobile
TXN00027318,ACC6677509,Interest,458.4,GBP,2023-07-15,2023-07-15 00:00:00,Amazon,Entertainment,,40173.79,Phone,NULL,80.28.101.83,Mobile
TXN00027319,ACC1227198,Fee,852.19,USD,2021-12-18,2021-12-18 00:00:00,Walmart,RETAIL,Monthly maintenance fee,25791.96,Phone,failed,,ATM
TXN00027320,ACC9775803,ATM Withdrawal,244.94,USD,01/27/2018,2018-01-27 00:00:00,,RETAIL,Subscription,,Phone,Pending,,
TXN00027321,ACC1405132,Interest,646.51,EUR,2024/06/09,2024-06-09 00:00:00,Shell Gas,Entertainment,,46414.15,Online,Reversed,117.42.2.176,
TXN00027322,ACC3119695,Transfer,205.33,USD,15-07-2018,2018-07-15 00:00:00,,Finance,ATM,40087.77,Mobile,Failed,184.117.165.162,Desktop
TXN00027323,ACC4324650,Refund,331.32,USD,09/03/2022,2022-09-03 00:00:00,,,Direct deposit,,ONLINE,NULL,16.95.193.231,MOBILE
TXN00027324,ACC2814431,Withdrawal,28.29,USD,99/99/9999,2018-12-29 00:00:00,,Healthcare,Interest credit,84.18,Mobile,Pending,,mobile
TXN00027325,ACC4216493,ATM Withdrawal,229.52,USD,09/25/2019,2019-09-25 00:00:00,Target,Travel,Overdraft fee,37192.12,Mobile,Pending,47.116.48.191,mobile
TXN00027326,ACC8164781,Purchase,,USD,02-03-2021,2021-03-02 00:00:00,Netflix,retail,Bill payment,37181.67,online,Pending,9.74.162.219,
TXN00027327,ACC3706452,ATM Withdrawal,155.33,usd,2022/01/06,2022-01-06 00:00:00,Wells Fargo ATM,Retail,Peer transfer,35086.7,Phone,Completed,125.234.87.6,mobile
TXN00027328,ACC3672868,ATM Withdrawal,41.36,GBP,06-12-2019,2019-12-06 00:00:00,,Finance,Overdraft fee,25829.55,Online,failed,,ATM
TXN00027329,ACC4478049,Refund,149.68,usd,NULL,2021-04-25 00:00:00,Netflix,Other,Wire transfer,49118.93,Phone,Completed,19.201.35.32,mobile
TXN00027330,ACC9784340,Purchase,245.48,usd,2022-03-08,2022-03-08 00:00:00,Chase ATM,Finance,Overdraft fee,21275.51,N/A,failed,60.18.124.130,Mobile
TXN00027331,ACC6529570,Refund,293.75,USD,2023/03/25,2023-03-25 00:00:00,,Food & Beverage,,41724.75,Mobile,failed,164.100.83.194,MOBILE
TXN00027332,ACC6013263,Fee,148.34,usd,28-10-2021,2021-10-28 00:00:00,Marriott Hotels,Food & Beverage,Wire transfer,48536.29,Mobile,Reversed,72.143.255.209,Tablet
TXN00027333,ACC1723767,Refund,381560.27,USD,18-10-2022,2022-10-18 00:00:00,,RETAIL,ATM,2338.54,Mobile,failed,,Tablet
TXN00027334,ACC3613347,Transfer,USD 522.61,usd,10-11-2018,2018-11-10 00:00:00,,Utilities,Interest credit,1385.85,online,Failed,,Desktop
TXN00027335,ACC5344435,ATM Withdrawal,29711.0,USD,2019-11-23,2019-11-23 00:00:00,,,Interest credit,44012.81,N/A,completed,,MOBILE
TXN00027336,ACC2739953,Fee,63.13,USD,19-09-2023,2023-09-19 00:00:00,IKEA,Finance,Check deposit,6630.67,ATM,COMPLETED,19.65.197.207,
TXN00027337,ACC1127450,Deposit,334.06,usd,09/08/2021,2021-09-08 00:00:00,,Retail,Subscription,1132.92,,pending,,Desktop
TXN00027338,ACC1279736,Transfer,85.5,USD,18-12-2018,2018-12-18 00:00:00,Venmo,Healthcare,Wire transfer,11778.05,N/A,pending,50.118.13.81,Desktop
TXN00027339,ACC3480410,Deposit,74.92,USD,05/07/2021,2021-05-07 00:00:00,,Food & Beverage,,44032.58,ONLINE,COMPLETED,4.151.168.4,Tablet
TXN00027340,ACC3947736,Interest,397.67,USD,2020/01/28,2020-01-28 00:00:00,,Food & Beverage,Check deposit,"7939,3",Online,pending,183.117.137.98,MOBILE
TXN00027341,ACC6037052,Deposit,413.08,GBP,02/20/2022,2022-02-20 00:00:00,Venmo,Healthcare,Check deposit,41219.42,Phone,pending,45.37.103.205,Tablet
TXN00027342,ACC9037416,Deposit,101.66,EUR,05/19/2019,2019-05-19 00:00:00,Netflix,RETAIL,Overdraft fee,37419.19,mobile,Reversed,95.34.201.239,Tablet
TXN00027343,ACC6316149,Purchase,1.79,USD,2022/11/13,2022-11-13 00:00:00,Venmo,Finance,Direct deposit,240.58,Online,Reversed,,Desktop
TXN00027344,ACC4905615,Fee,41.3,usd,10/09/2020,2020-10-09 00:00:00,Grubhub,Travel,POS transaction,19087.77,Phone,Failed,170.172.220.92,Mobile
TXN00027345,ACC8964401,Purchase,480.03,EUR,2023/03/25,2023-03-25 00:00:00,Bank of America ATM,Other,Interest credit,41942.9,N/A,Pending,144.143.218.197,ATM
TXN00027346,ACC9344204,ATM Withdrawal,458.03,USD,2024/03/29,2024-03-29 00:00:00,,Healthcare,Interest credit,48900.14,Phone,COMPLETED,39.36.243.102,ATM
TXN00027347,ACC7695973,Transfer,120.79,USD,2020/08/09,2020-08-09 00:00:00,,Entertainment,,26928.82,Online,Reversed,,Desktop
TXN00027348,ACC7309083,Refund,72.51,usd,2019-06-03,2019-06-03 00:00:00,,Utilities,POS transaction,USD 32937.34,Branch,NULL,13.230.88.244,
TXN00027349,ACC6870668,ATM Withdrawal,72.12,USD,99/99/9999,2021-02-19 00:00:00,,Food & Beverage,Check deposit,46327.03,ONLINE,NULL,112.188.219.115,Tablet
TXN00027350,ACC3684824,Withdrawal,454.98,EUR,2022/02/16,2022-02-16 00:00:00,,,Check deposit,49830.15,mobile,completed,169.63.235.101,mobile
TXN00027351,ACC7390567,Interest,78.53,USD,2018/11/02,,,Finance,Peer transfer,-141.89,ATM,Reversed,103.80.22.5,
TXN00027352,ACC5887665,Interest,143.32,USD,2018/05/23,2018-05-23 00:00:00,,Utilities,Direct deposit,"$36,507.06",online,pending,72.4.157.90,MOBILE
TXN00027353,ACC3881534,Fee,262.62,usd,2018/09/15,2018-09-15 00:00:00,Spotify,,Refund,12964.88,ONLINE,failed,,
TXN00027354,ACC7424950,Deposit,47.01,USD,2018/02/22,2018-02-22 00:00:00,7-Eleven,RETAIL,Online purchase,27670.21,online,completed,121.30.77.207,Tablet
TXN00027355,ACC2799828,Refund,58.56,EUR,2022-02-01,2022-02-01 00:00:00,,Entertainment,,17242.81,ATM,COMPLETED,117.7.240.184,ATM
TXN00027356,ACC7565229,Refund,88.65,GBP,01/30/2018,2018-01-30 00:00:00,Trader Joe's,Travel,Monthly maintenance fee,24826.98,Branch,Completed,123.200.216.114,ATM
TXN00027357,ACC7141673,Depoist,212.39,GBP,2020/03/17,2020-03-17 00:00:00,,retail,Online purchase,42863.92,mobile,pending,104.83.50.144,ATM
TXN00027358,ACC2512122,Purchase,340.19,usd,2000/06/23,2000-06-23 00:00:00,Walgreens,RETAIL,Subscription,34515.91,ONLINE,NULL,147.120.229.231,Tablet
TXN00027359,ACC7552130,Deposit,158.24,USD,14-10-2000,2000-10-14 00:00:00,,Utilities,Check deposit,19093.22,Online,completed,6.198.82.17,MOBILE
TXN00027360,ACC9992037,Refund,,EUR,04/13/2023,2023-04-13 00:00:00,,Other,Peer transfer,1356.43,Phone,Reversed,67.125.204.167,ATM
TXN00027361,ACC6839344,Transfer,118.21,usd,2020/03/25,2020-03-25 00:00:00,,,Subscription,20219.51,N/A,Reversed,,
TXN00027362,ACC5426716,Fee,27.32,EUR,2020/01/19,2020-01-19 00:00:00,Delta Airlines,,Refund,45632.4,Online,Completed,173.32.106.193,ATM
TXN00027363,ACC7806837,dposit,18.49,usd,18-06-2019,2019-06-18 00:00:00,,,ATM,"44898,44",Phone,Pending,109.178.232.202,Mobile
TXN00027364,ACC4215136,Purchase,178.13,usd,2019-06-28,2019-06-28 00:00:00,Dollar Tree,Retail,Check deposit,36054.87,Mobile,Reversed,216.199.72.189,mobile
TXN00027365,ACC2216098,ATM Withdrawal,$625.68,USD,2019/05/19,2019-05-19 00:00:00,,Entertainment,ATM,42304.05,online,failed,152.186.104.215,
TXN00027366,ACC9543801,Interest,363.55,usd,07/20/2020,2020-07-20 00:00:00,Wells Fargo ATM,Utilities,Wire transfer,39355.8,mobile,failed,214.136.144.16,Desktop
TXN00027367,ACC8434499,Transfer,$297.86,USD,2020-12-14,2020-12-14 00:00:00,,,,9390.15,online,COMPLETED,67.237.168.206,MOBILE
TXN00027368,ACC2243910,FEES,259.7,USD,2019-08-04,2019-08-04 00:00:00,Wells Fargo ATM,Other,Interest credit,22495.33,Phone,NULL,84.189.250.220,Tablet
TXN00027369,ACC3152255,ATM Withdrawal,454.85,USD,05-02-2019,2019-02-05 00:00:00,,Travel,Bill payment,5420.6,ATM,failed,122.72.88.54,MOBILE
TXN00027370,ACC3774128,Refund,279.54,USD,99/99/9999,2019-02-10 00:00:00,,RETAIL,,17530.51,,completed,172.216.16.19,Tablet
TXN00027371,ACC9410496,Interest,,USD,10-11-2020,2020-11-10 00:00:00,,Other,Check deposit,1774.7,mobile,Pending,37.15.57.88,mobile
TXN00027372,ACC5236151,Transfer,90.73,usd,08/14/2020,,Spotify,,Direct deposit,"31382,13",Mobile,Pending,60.95.59.10,Desktop
TXN00027373,ACC1590357,Refund,21.28,USD,2019-02-23,2019-02-23 00:00:00,Spotify,RETAIL,Online purchase,,ATM,Completed,221.210.171.68,mobile
TXN00027374,ACC8995970,Purchse,123.62,EUR,2018/10/27,2018-10-27 00:00:00,DoorDash,Travel,ATM,"$38,201.54",Online,pending,118.9.184.207,Desktop
TXN00027375,ACC8913276,Purchase,354004.83,USD,2019-04-24,2019-04-24 00:00:00,Costco,RETAIL,Wire transfer,5246.33,Phone,COMPLETED,176.41.151.240,Desktop
TXN00027376,ACC4131170,Refund,174.98,USD,,2019-06-08 00:00:00,,Other,ATM,46003.13,Online,failed,,
TXN00027377,ACC9048782,Refund,USD 40.79,usd,03-02-2021,2021-02-03 00:00:00,,Utilities,Subscription,14962.02,,Failed,185.206.39.223,
TXN00027378,ACC3756405,Transfer,209.41,USD,22-09-2022,2022-09-22 00:00:00,Spotify,Healthcare,Subscription,2058.59,Phone,COMPLETED,,Desktop
TXN00027379,ACC4870020,Refund,125.27,USD,22-03-2023,2023-03-22 00:00:00,Lyft,RETAIL,Monthly maintenance fee,37245.05,N/A,completed,,ATM
TXN00027380,ACC7386198,Withdrawal,USD 535.83,usd,2018/05/27,2018-05-27 00:00:00,,Utilities,Bill payment,39813.03,Phone,Completed,,Desktop
TXN00027381,,Transfer,35.09,usd,05/20/2022,2022-05-20 00:00:00,Delta Airlines,RETAIL,Interest credit,15192.75,mobile,Failed,,Mobile
TXN00027382,ACC4655130,Interest,248.97,USD,2020/06/24,2020-06-24 00:00:00,,,Bill payment,"$22,556.72",Phone,NULL,,
TXN00027383,ACC2125814,Deposit,22889.0,USD,11-06-2021,2021-06-11 00:00:00,,retail,Interest credit,-11.32,ATM,Pending,,
TXN00027384,ACC1803366,fee,821.38,usd,08/01/2020,2020-08-01 00:00:00,Lyft,Food & Beverage,Interest credit,15052.7,Online,Pending,,MOBILE
TXN00027385,ACC5155819,Transfer,166.44,USD,30-12-2021,2021-12-30 00:00:00,,Healthcare,POS transaction,4951.95,Online,failed,189.221.68.108,Mobile
